hall_0_x,hall_0_y,hall_0_z,hall_1_x,hall_1_y,hall_1_z,hall_2_x,hall_2_y,hall_2_z,hall_3_x,hall_3_y,hall_3_z,hall_4_x,hall_4_y,hall_4_z,euler_roll,euler_pitch,euler_yaw,gyro_x,gyro_y,gyro_z
0.45925024151802063,0.5610771179199219,0.6697868704795837,0.8575010895729065,0.4132189452648163,0.28685420751571655,0.5684377551078796,0.6778271794319153,0.6513373851776123,0.18583568930625916,0.37593385577201843,0.6839938163757324,0.15136577188968658,0.26695096492767334,0.42562952637672424,0.5451706647872925,0.5829662084579468,0.29705652594566345,0.34277236461639404,0.6751905083656311,0.5975733399391174
0.4581354558467865,0.5426899194717407,0.6824870109558105,0.8692644238471985,0.41797858476638794,0.28811314702033997,0.5670686960220337,0.660428524017334,0.6321638226509094,0.19094513356685638,0.36300399899482727,0.6608265042304993,0.14537319540977478,0.28678378462791443,0.43448856472969055,0.5354584455490112,0.5782456398010254,0.29541200399398804,0.33800721168518066,0.6593136191368103,0.5787647366523743
0.4580278992652893,0.5216236114501953,0.7122644186019897,0.8789374828338623,0.42386287450790405,0.2962538003921509,0.5562139749526978,0.647311270236969,0.6399405598640442,0.1952754408121109,0.35505548119544983,0.6464707851409912,0.1432487815618515,0.3007192611694336,0.450664222240448,0.5310091972351074,0.5701197385787964,0.2935636341571808,0.33447691798210144,0.6418840289115906,0.55967116355896
0.45422449707984924,0.5122069716453552,0.7353657484054565,0.8823811411857605,0.42016661167144775,0.30109602212905884,0.5638254880905151,0.6307007074356079,0.6488097310066223,0.1992824524641037,0.35225722193717957,0.6280113458633423,0.1404537409543991,0.3089543282985687,0.47498801350593567,0.5230867266654968,0.5662178993225098,0.2885095179080963,0.3314324915409088,0.6238359808921814,0.5412302613258362
0.4490926265716553,0.4910714328289032,0.7559919953346252,0.8925487995147705,0.4270199239253998,0.301706999540329,0.5634229183197021,0.6132668852806091,0.6517682075500488,0.2100825011730194,0.35249194502830505,0.5998456478118896,0.14280545711517334,0.3260961174964905,0.4860072135925293,0.5182127952575684,0.5617562532424927,0.28356415033340454,0.32877543568611145,0.6064722537994385,0.5223554968833923
0.4463878571987152,0.48777514696121216,0.7804462909698486,0.8959332704544067,0.4280969500541687,0.2982805371284485,0.5692991614341736,0.5931289196014404,0.648005485534668,0.21712477505207062,0.3504798710346222,0.5819823145866394,0.13983109593391418,0.35327306389808655,0.4967004060745239,0.5088754296302795,0.5599159598350525,0.2807268798351288,0.32664692401885986,0.5886781811714172,0.5021565556526184
0.4442025125026703,0.46483516693115234,0.7962471842765808,0.8985501527786255,0.4331095218658447,0.29737091064453125,0.5729359984397888,0.5716608166694641,0.6532469391822815,0.22413817048072815,0.34362852573394775,0.5645570158958435,0.13295625150203705,0.3732776343822479,0.5171729922294617,0.5038429498672485,0.5539955496788025,0.276760458946228,0.3252100646495819,0.56952965259552,0.48321330547332764
0.4428805410861969,0.4600736200809479,0.8007461428642273,0.9069082736968994,0.43587738275527954,0.31401142477989197,0.5780685544013977,0.5579622387886047,0.6541396975517273,0.23221264779567719,0.33895084261894226,0.5256426334381104,0.12672263383865356,0.3906633257865906,0.5321601033210754,0.49662670493125916,0.5537284016609192,0.27167809009552,0.3231799900531769,0.5511887073516846,0.4646269381046295
0.44554403424263,0.4520703852176666,0.8144034147262573,0.9080181121826172,0.44608402252197266,0.32781240344047546,0.5820355415344238,0.5536274909973145,0.6469976305961609,0.23981091380119324,0.3399065136909485,0.5121063590049744,0.12711374461650848,0.3986102044582367,0.5598830580711365,0.48782357573509216,0.5502976179122925,0.26836514472961426,0.32356518507003784,0.5321534276008606,0.44666561484336853
0.4518882632255554,0.4373044967651367,0.8257968425750732,0.9136363863945007,0.46056362986564636,0.3324015140533447,0.5907394289970398,0.5373813509941101,0.6539822220802307,0.24442905187606812,0.3352200984954834,0.49134570360183716,0.12089304625988007,0.42370423674583435,0.5731464624404907,0.4808693528175354,0.5463751554489136,0.25975292921066284,0.3231211304664612,0.5131950974464417,0.42825618386268616
