hall_0_x,hall_0_y,hall_0_z,hall_1_x,hall_1_y,hall_1_z,hall_2_x,hall_2_y,hall_2_z,hall_3_x,hall_3_y,hall_3_z,hall_4_x,hall_4_y,hall_4_z,euler_roll,euler_pitch,euler_yaw,gyro_x,gyro_y,gyro_z
0.5428122282028198,0.4135514199733734,0.40394657850265503,0.8184462785720825,0.4025594890117645,0.39048251509666443,0.6804884672164917,0.7608734369277954,0.6643884181976318,0.4178103804588318,0.21781744062900543,0.7287998795509338,0.2172306776046753,0.49083346128463745,0.1889370083808899,0.673976719379425,0.9568852186203003,0.2169257402420044,0.3951041102409363,0.3949979841709137,0.35918036103248596
0.5498278141021729,0.40845367312431335,0.3630703389644623,0.8210027813911438,0.3985530734062195,0.37400463223457336,0.6722211241722107,0.7559040188789368,0.6701977252960205,0.42090973258018494,0.22451402246952057,0.7245545387268066,0.21455855667591095,0.501265823841095,0.21044744551181793,0.672501802444458,0.951208233833313,0.22720973193645477,0.3864702880382538,0.41102898120880127,0.35785794258117676
0.5540086030960083,0.3994235694408417,0.3449641466140747,0.8230288624763489,0.40417608618736267,0.3611626923084259,0.6678915619850159,0.7487422823905945,0.673429012298584,0.4239448308944702,0.23151269555091858,0.7201311588287354,0.20493640005588531,0.5098816752433777,0.23428800702095032,0.6757953763008118,0.9393129348754883,0.2344168871641159,0.3773151934146881,0.4273165166378021,0.355994313955307
0.5563754439353943,0.3878064453601837,0.3340989351272583,0.8227687478065491,0.40322649478912354,0.3548509478569031,0.6626309156417847,0.7414918541908264,0.6842116713523865,0.42079266905784607,0.22956477105617523,0.7176753282546997,0.20303155481815338,0.5247281193733215,0.256617933511734,0.6742203831672668,0.9281215071678162,0.23969922959804535,0.36806875467300415,0.4448140263557434,0.35524460673332214
0.5626720190048218,0.3909617066383362,0.3163527250289917,0.8272814750671387,0.4105823338031769,0.33412837982177734,0.6566992998123169,0.7299057841300964,0.6930414438247681,0.42231762409210205,0.24059948325157166,0.7031456232070923,0.19095641374588013,0.5377725958824158,0.282535195350647,0.6737741827964783,0.915587842464447,0.24828585982322693,0.35991135239601135,0.46186915040016174,0.3556961119174957
0.5642938613891602,0.3861842453479767,0.3100211024284363,0.8313993811607361,0.40617629885673523,0.30488812923431396,0.6542014479637146,0.7159445285797119,0.690550684928894,0.4208607077598572,0.24894149601459503,0.6957526803016663,0.1775549054145813,0.5513316988945007,0.3004837930202484,0.6739636659622192,0.9062739610671997,0.25628265738487244,0.35193753242492676,0.4787329137325287,0.35638779401779175
0.5656595826148987,0.3722452223300934,0.2879463732242584,0.8298593759536743,0.4098404347896576,0.30044782161712646,0.6534362435340881,0.7119007706642151,0.7048234343528748,0.4160706400871277,0.2507830858230591,0.6860920786857605,0.1670190542936325,0.5582912564277649,0.3304367959499359,0.6714771389961243,0.8908320665359497,0.26541680097579956,0.34397900104522705,0.4962994456291199,0.3576798141002655
0.5687549710273743,0.3652367889881134,0.2739701271057129,0.833490252494812,0.40095654129981995,0.2801176905632019,0.6510610580444336,0.7119579315185547,0.6987387537956238,0.41618531942367554,0.259692519903183,0.6883575916290283,0.16012424230575562,0.5724578499794006,0.3445003926753998,0.6731382608413696,0.8741372227668762,0.27498531341552734,0.33741453289985657,0.5146744847297668,0.35836905241012573
0.5689916014671326,0.3666895031929016,0.24311575293540955,0.8393698930740356,0.404672235250473,0.2621579170227051,0.6444829702377319,0.704337477684021,0.7094471454620361,0.40971869230270386,0.2604237198829651,0.6745487451553345,0.15121108293533325,0.5796891450881958,0.36877214908599854,0.6699041128158569,0.854446530342102,0.2808433771133423,0.3313947021961212,0.5324543118476868,0.3612435460090637
0.5689891576766968,0.36978238821029663,0.220182865858078,0.8422157764434814,0.4061504006385803,0.24921031296253204,0.6422341465950012,0.6980181336402893,0.723268985748291,0.4055112302303314,0.26186174154281616,0.6624578237533569,0.14606177806854248,0.5995273590087891,0.38639169931411743,0.6642180681228638,0.8348315954208374,0.2880539894104004,0.325697124004364,0.5499178767204285,0.3638917803764343
