hall_0_x,hall_0_y,hall_0_z,hall_1_x,hall_1_y,hall_1_z,hall_2_x,hall_2_y,hall_2_z,hall_3_x,hall_3_y,hall_3_z,hall_4_x,hall_4_y,hall_4_z,euler_roll,euler_pitch,euler_yaw,gyro_x,gyro_y,gyro_z
0.45909446477890015,0.4868637025356293,0.1112390011548996,0.7008084654808044,0.6742954850196838,0.6918904781341553,0.7685250639915466,0.4396136403083801,0.5211119651794434,0.31049633026123047,0.7058692574501038,0.7965819835662842,0.31522437930107117,0.3671151399612427,0.7428614497184753,0.6073271036148071,0.7908638119697571,0.13713884353637695,0.16052231192588806,0.8577560186386108,0.45075488090515137
0.4691300392150879,0.49376875162124634,0.11306954175233841,0.6943554878234863,0.6856074333190918,0.7010810375213623,0.7592788934707642,0.42736920714378357,0.5186348557472229,0.3141196370124817,0.6888329982757568,0.8039959669113159,0.320732444524765,0.3709183633327484,0.7422232031822205,0.604955792427063,0.7713893055915833,0.13376881182193756,0.17589163780212402,0.8712238669395447,0.475403368473053
0.47817593812942505,0.5121462345123291,0.12377233803272247,0.6909229159355164,0.6996297836303711,0.6997405886650085,0.7545568346977234,0.4284187853336334,0.49507346749305725,0.3177828788757324,0.6883373856544495,0.818078875541687,0.31656932830810547,0.38064372539520264,0.7324527502059937,0.5980687737464905,0.7578922510147095,0.1328076720237732,0.1917436271905899,0.8827307224273682,0.5002121925354004
0.49096739292144775,0.5313107967376709,0.14563804864883423,0.6933668255805969,0.7240744233131409,0.7049654722213745,0.7536550760269165,0.4205319583415985,0.4854776859283447,0.3194972276687622,0.6766619682312012,0.8373278975486755,0.3236965537071228,0.3829796314239502,0.7307920455932617,0.5978875160217285,0.746523916721344,0.12907254695892334,0.20889119803905487,0.8928878903388977,0.5239002704620361
0.4981990158557892,0.5417689085006714,0.15423667430877686,0.6866044402122498,0.7408382892608643,0.7021042704582214,0.7448675632476807,0.4222574234008789,0.48613008856773376,0.32343295216560364,0.6692643761634827,0.840461790561676,0.3217860162258148,0.4015379548072815,0.7380266785621643,0.5933780074119568,0.7289214134216309,0.1275864541530609,0.22657467424869537,0.9013426303863525,0.548692524433136
0.5112259387969971,0.5551374554634094,0.16993607580661774,0.6761091947555542,0.7612651586532593,0.7032216787338257,0.7343403697013855,0.42842715978622437,0.4776916801929474,0.3220495283603668,0.6645585894584656,0.8575471639633179,0.31792372465133667,0.4101250469684601,0.7318449020385742,0.5903902053833008,0.7132734060287476,0.12846356630325317,0.2455989569425583,0.9092758297920227,0.5733852386474609
0.52122962474823,0.5725655555725098,0.18129314482212067,0.6724672913551331,0.7823386192321777,0.7107153534889221,0.7333275079727173,0.43534111976623535,0.46265867352485657,0.32471680641174316,0.66261887550354,0.8734555840492249,0.3219626545906067,0.40962645411491394,0.7349924445152283,0.5832409262657166,0.697925329208374,0.12791228294372559,0.26451510190963745,0.9166180491447449,0.5968479514122009
0.5273283123970032,0.5875808596611023,0.20045128464698792,0.6640536189079285,0.8076307773590088,0.701866626739502,0.7222282290458679,0.4315519630908966,0.46272018551826477,0.33464306592941284,0.6603410840034485,0.8727415204048157,0.3204098045825958,0.41375499963760376,0.7383328676223755,0.580867350101471,0.6830183863639832,0.13179360330104828,0.2836660146713257,0.9211102724075317,0.6195730566978455
0.5338369607925415,0.5924659967422485,0.21857863664627075,0.6597822308540344,0.8205518126487732,0.7092509269714355,0.7203218936920166,0.4354042410850525,0.43968620896339417,0.33356809616088867,0.6482741832733154,0.8720591068267822,0.3166900873184204,0.4207204282283783,0.738199770450592,0.575127899646759,0.6661556363105774,0.1302603930234909,0.30483880639076233,0.9235418438911438,0.6426416039466858
0.5411556959152222,0.6058743000030518,0.23189155757427216,0.6582703590393066,0.8387308716773987,0.6964672803878784,0.706844687461853,0.4436066448688507,0.4397067725658417,0.326710045337677,0.6474218964576721,0.8663333058357239,0.32163429260253906,0.44066426157951355,0.7379746437072754,0.5699966549873352,0.6510228514671326,0.13459622859954834,0.3261774480342865,0.926287829875946,0.6641995906829834
