hall_0_x,hall_0_y,hall_0_z,hall_1_x,hall_1_y,hall_1_z,hall_2_x,hall_2_y,hall_2_z,hall_3_x,hall_3_y,hall_3_z,hall_4_x,hall_4_y,hall_4_z,euler_roll,euler_pitch,euler_yaw,gyro_x,gyro_y,gyro_z
0.5014131665229797,0.790550708770752,0.5644047260284424,0.7277458906173706,0.47549301385879517,0.38825348019599915,0.7453266978263855,0.5690371990203857,0.6096417903900146,0.28502869606018066,0.5903152227401733,0.0656951293349266,0.1522616595029831,0.5794615149497986,0.7314465045928955,0.3146386742591858,0.9311871528625488,0.30462926626205444,0.7857030034065247,0.5393314957618713,0.4077697992324829
0.507826566696167,0.7882562875747681,0.5672656893730164,0.721924364566803,0.4655604660511017,0.3759140968322754,0.7338405847549438,0.5736652612686157,0.5841140151023865,0.30034998059272766,0.5745947957038879,0.055787257850170135,0.15868091583251953,0.583931028842926,0.7268241047859192,0.3182951807975769,0.9286009073257446,0.30914416909217834,0.7815091609954834,0.5192248225212097,0.40867874026298523
0.5098581910133362,0.8020360469818115,0.5456109046936035,0.7164849042892456,0.47223612666130066,0.36717602610588074,0.7348865866661072,0.5921589136123657,0.5513468384742737,0.3107197880744934,0.5509695410728455,0.05285138636827469,0.16158674657344818,0.5920707583427429,0.7267517447471619,0.32456454634666443,0.9312849640846252,0.318149209022522,0.7781075835227966,0.499347060918808,0.41085606813430786
0.509598970413208,0.8103504776954651,0.5256704092025757,0.7127629518508911,0.4660891592502594,0.37825334072113037,0.7369722127914429,0.6165672540664673,0.5415986180305481,0.32000014185905457,0.5354719161987305,0.06437308341264725,0.1604643166065216,0.5892850160598755,0.7189900279045105,0.3329032361507416,0.9325180053710938,0.32322514057159424,0.7740094661712646,0.4795151352882385,0.414364755153656
0.5060234665870667,0.8005077838897705,0.5105859041213989,0.7130653262138367,0.4567863345146179,0.3664073944091797,0.7279865741729736,0.6207551956176758,0.5248634219169617,0.3296833038330078,0.5206584334373474,0.06504931300878525,0.1630612164735794,0.5854637622833252,0.6979658007621765,0.3369836211204529,0.9356321096420288,0.3236694037914276,0.767279326915741,0.4571089744567871,0.41744908690452576
0.5128114223480225,0.7992582321166992,0.48886996507644653,0.7093650698661804,0.4457641541957855,0.36016637086868286,0.7219812273979187,0.6282835006713867,0.5098175406455994,0.3415409326553345,0.5088262557983398,0.0541987419128418,0.16624876856803894,0.5819242596626282,0.6922400593757629,0.3434174060821533,0.9354628920555115,0.32725998759269714,0.7598639726638794,0.4349752962589264,0.420986533164978
0.518034040927887,0.8116942644119263,0.4719385802745819,0.7073914408683777,0.44732987880706787,0.3742694556713104,0.721566379070282,0.6482466459274292,0.4941306710243225,0.3486303985118866,0.48539838194847107,0.053550031036138535,0.16664564609527588,0.5853195190429688,0.68918377161026,0.3508807122707367,0.9309312701225281,0.3341566324234009,0.7507482767105103,0.41378048062324524,0.42451217770576477
0.5224397778511047,0.8167092800140381,0.4641662836074829,0.6975418329238892,0.4506456255912781,0.36962395906448364,0.7220419049263,0.6523205041885376,0.4663183391094208,0.3536357879638672,0.48064127564430237,0.05261360853910446,0.16952542960643768,0.5810434222221375,0.6894243955612183,0.36058688163757324,0.9317265748977661,0.3353756368160248,0.7406623363494873,0.3933684229850769,0.4286358058452606
0.5314981937408447,0.8146102428436279,0.4448125958442688,0.6994689106941223,0.4426135718822479,0.3587859869003296,0.7180488705635071,0.6634561419487,0.43796032667160034,0.36590346693992615,0.4625049829483032,0.0627211406826973,0.17330314218997955,0.5722491145133972,0.6892670392990112,0.3665531873703003,0.9291169047355652,0.3375135362148285,0.7319504618644714,0.37253668904304504,0.4327767789363861
0.5315250158309937,0.8117932081222534,0.42600274085998535,0.7016029953956604,0.44768238067626953,0.3587419092655182,0.7166889309883118,0.6665074825286865,0.42221349477767944,0.37497687339782715,0.44296807050704956,0.06439922749996185,0.17863744497299194,0.5691766738891602,0.6824349761009216,0.37433451414108276,0.924224317073822,0.3414376974105835,0.7197743058204651,0.35151994228363037,0.4375267028808594
0.5331933498382568,0.8088945746421814,0.40916121006011963,0.6989714503288269,0.450670063495636,0.3455617129802704,0.7122732400894165,0.6747226715087891,0.41662660241127014,0.38679009675979614,0.4257519543170929,0.06655430048704147,0.18091972172260284,0.5599444508552551,0.67011559009552,0.38196590542793274,0.9187015891075134,0.3423546850681305,0.7057905197143555,0.3307981491088867,0.44260331988334656
0.5382967591285706,0.7993742823600769,0.40656542778015137,0.6978292465209961,0.4511914849281311,0.3420170843601227,0.7061960101127625,0.6749923229217529,0.3915694057941437,0.39729565382003784,0.41055428981781006,0.08218928426504135,0.18006198108196259,0.5534840226173401,0.6636162400245667,0.39334240555763245,0.914313554763794,0.3435908555984497,0.6930249929428101,0.31257930397987366,0.44867339730262756
0.5383616089820862,0.7868329882621765,0.38087335228919983,0.6932634115219116,0.46567878127098083,0.34541070461273193,0.7014553546905518,0.6876819133758545,0.38133662939071655,0.4051591157913208,0.3822650611400604,0.09605085104703903,0.1851499080657959,0.5448724627494812,0.6542499661445618,0.4031504690647125,0.9094147086143494,0.3488123118877411,0.6785311102867126,0.29394155740737915,0.4546489417552948
0.542655885219574,0.7736819386482239,0.37025684118270874,0.6971699595451355,0.4744367301464081,0.34880322217941284,0.7019808292388916,0.6893528699874878,0.3560269773006439,0.4109971821308136,0.36568960547447205,0.10270969569683075,0.1899789720773697,0.5438541769981384,0.6351481080055237,0.41335058212280273,0.9046831130981445,0.3500148057937622,0.6628285050392151,0.2752726376056671,0.46024614572525024
0.5457581281661987,0.7648895382881165,0.3473500907421112,0.6954066753387451,0.48519083857536316,0.3455846607685089,0.7014696002006531,0.7061055898666382,0.33122575283050537,0.4175548851490021,0.34992149472236633,0.11590021103620529,0.19666160643100739,0.5403186678886414,0.6265677213668823,0.4239094853401184,0.8935979604721069,0.3489103615283966,0.645698070526123,0.25818172097206116,0.467448353767395
0.5516641139984131,0.7484701871871948,0.3424373269081116,0.6901651620864868,0.49864089488983154,0.3282848000526428,0.6944950819015503,0.7260010838508606,0.32583087682724,0.42977175116539,0.3304613530635834,0.13498559594154358,0.1951344609260559,0.5366605520248413,0.6225042939186096,0.43851417303085327,0.8834604024887085,0.3502664268016815,0.6289715766906738,0.2418096512556076,0.4744194447994232
